AverageLandPrice,CreatedBy,CreatedOn,DefaultPurchasePrice,DefaultSellPrice,Guid,IsAssembledProduct,IsBatchTracked,IsComponent,IsSellable,IsSerialized,LastModifiedBy,LastModifiedOn,MaxStockAlertLevel,MinStockAlertLevel,NeverDiminishing,Notes,Obsolete,ProductCode,ProductDescription,ProductGroup,SellPriceTier1,SellPriceTier10,SellPriceTier2,SellPriceTier3,SellPriceTier4,SellPriceTier5,SellPriceTier6,SellPriceTier7,SellPriceTier8,SellPriceTier9,Supplier
6.6128,jon@iwhardwood.com,/Date(1523192147633)/,7.8,11.99,93037a0e-00ad-49d7-8b31-5b2f4f50dd82,False,False,False,True,False,jon@iwhardwood.com,/Date(1563983405520)/,18.0,13.0,False,"{""BoxQuantity"":5, ""Stock"": ""True""}",False,NorBelRed72950,"Red Heat 7-7/8' x 29-1/2' (Hummel, FloorCrafter) Belts 50 GRIT","{'GroupName': 'Sandpaper-Belts', 'Guid': '49e5d2f5-9f41-4304-8688-4ec32f73b9b8', 'LastModifiedOn': '/Date(1536764551818)/'}","{'Name': 'Premium Retailer', 'Value': '10.6900'}","{'Name': 'Tier 10', 'Value': None}","{'Name': 'Retail 1', 'Value': '10.9900'}","{'Name': 'Premium Contractor', 'Value': '11.3900'}","{'Name': 'Contractor 1', 'Value': '12.2900'}","{'Name': 'Contractor 2', 'Value': '12.5900'}","{'Name': 'Builder', 'Value': '12.5900'}","{'Name': 'Tier 7', 'Value': None}","{'Name': 'Tier 8', 'Value': None}","{'Name': 'Tier 9', 'Value': None}","{'SupplierProductCode': '69957345031', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
6.5374,jon@iwhardwood.com,/Date(1523192147710)/,7.51,11.59,6fb26d88-b123-4554-b5a8-ae790997446e,False,False,False,True,False,jon@iwhardwood.com,/Date(1563983404300)/,16.0,11.0,False,"{""BoxQuantity"":5, ""Stock"": ""True""}",False,NorBelRed72960,"Red Heat 7-7/8' x 29-1/2' (Hummel, FloorCrafter) Belts 60 GRIT","{'GroupName': 'Sandpaper-Belts', 'Guid': '49e5d2f5-9f41-4304-8688-4ec32f73b9b8', 'LastModifiedOn': '/Date(1536764551818)/'}","{'Name': 'Premium Retailer', 'Value': '10.2900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '10.5900'}","{'Name': 'Premium Contractor', 'Value': '10.9900'}","{'Name': 'Contractor 1', 'Value': '11.7900'}","{'Name': 'Contractor 2', 'Value': '12.0900'}","{'Name': 'Builder', 'Value': '12.0900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '69957345030', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
6.1455,jon@iwhardwood.com,/Date(1523192147756)/,7.23,11.09,3a85d885-2990-4639-8107-5e89cdc59b1d,False,False,False,True,False,jon@iwhardwood.com,/Date(1563983402933)/,10.0,7.0,False,"{""BoxQuantity"":5, ""Stock"": ""True""}",False,NorBelRed72980,"Red Heat 7-7/8' x 29-1/2' (Hummel, FloorCrafter) Belts 80 GRIT","{'GroupName': 'Sandpaper-Belts', 'Guid': '49e5d2f5-9f41-4304-8688-4ec32f73b9b8', 'LastModifiedOn': '/Date(1536764551818)/'}","{'Name': 'Premium Retailer', 'Value': '9.8900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '10.1900'}","{'Name': 'Premium Contractor', 'Value': '10.5900'}","{'Name': 'Contractor 1', 'Value': '11.3900'}","{'Name': 'Contractor 2', 'Value': '11.6900'}","{'Name': 'Builder', 'Value': '11.6900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '69957345029', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
25.9094,jon@iwhardwood.com,/Date(1523192123600)/,26.73,41.09,d5bef35d-f1c3-4f55-94c8-d5480f4060c3,False,False,False,True,False,sue@iwhardwood.com,/Date(1563980346240)/,3.0,2.0,False,"{""BoxQuantity"":1, ""Stock"": ""True""}",False,NorBufAlu234150,2-3/4' x 45 yd. 150 GRIT,"{'GroupName': 'Sandpaper-Buffer', 'Guid': '1e92d484-b700-4a80-b4c2-f7a2e7b0e492', 'LastModifiedOn': '/Date(1536764567833)/'}","{'Name': 'Premium Retailer', 'Value': '36.7900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '37.6900'}","{'Name': 'Premium Contractor', 'Value': '39.1900'}","{'Name': 'Contractor 1', 'Value': '41.9900'}","{'Name': 'Contractor 2', 'Value': '43.1900'}","{'Name': 'Builder', 'Value': '43.1900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261131688', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
26.2324,jon@iwhardwood.com,/Date(1523192123803)/,26.73,41.09,8592ae1f-d087-4c44-a4da-87ed45d66e99,False,False,False,True,False,sue@iwhardwood.com,/Date(1563980346256)/,4.0,3.0,False,"{""BoxQuantity"":1, ""Stock"": ""True""}",False,NorBufAlu234180,2-3/4' x 45 yd. 180 GRIT,"{'GroupName': 'Sandpaper-Buffer', 'Guid': '1e92d484-b700-4a80-b4c2-f7a2e7b0e492', 'LastModifiedOn': '/Date(1536764567833)/'}","{'Name': 'Premium Retailer', 'Value': '36.7900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '37.6900'}","{'Name': 'Premium Contractor', 'Value': '39.1900'}","{'Name': 'Contractor 1', 'Value': '41.9900'}","{'Name': 'Contractor 2', 'Value': '43.1900'}","{'Name': 'Builder', 'Value': '43.1900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261131687', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
25.9469,jon@iwhardwood.com,/Date(1523192123913)/,26.73,41.09,72b2a932-2c35-4959-a181-1a665c77856e,False,False,False,True,False,sue@iwhardwood.com,/Date(1563980346256)/,5.0,4.0,False,"{""BoxQuantity"":1, ""Stock"": ""True""}",False,NorBufAlu234220,2-3/4' x 45 yd. 220 GRIT,"{'GroupName': 'Sandpaper-Buffer', 'Guid': '1e92d484-b700-4a80-b4c2-f7a2e7b0e492', 'LastModifiedOn': '/Date(1536764567833)/'}","{'Name': 'Premium Retailer', 'Value': '36.7900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '37.6900'}","{'Name': 'Premium Contractor', 'Value': '39.1900'}","{'Name': 'Contractor 1', 'Value': '41.9900'}","{'Name': 'Contractor 2', 'Value': '43.1900'}","{'Name': 'Builder', 'Value': '43.1900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261131686', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
5.8,jon@iwhardwood.com,/Date(1523192152476)/,2.12,3.29,03d04f49-2a31-43c4-aab2-655f1b5d67e8,False,False,False,True,False,jon@iwhardwood.com,/Date(1563542639336)/,2.0,1.0,False,"{""BoxQuantity"":5, ""Stock"": ""True""}",False,NorBufBuf15Red,15' Red Buffer,"{'GroupName': 'Sandpaper-Buffer', 'Guid': '1e92d484-b700-4a80-b4c2-f7a2e7b0e492', 'LastModifiedOn': '/Date(1536764567833)/'}","{'Name': 'Premium Retailer', 'Value': '2.8900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '2.9900'}","{'Name': 'Premium Contractor', 'Value': '3.0900'}","{'Name': 'Contractor 1', 'Value': '3.2900'}","{'Name': 'Contractor 2', 'Value': '3.3900'}","{'Name': 'Builder', 'Value': '3.3900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261054274', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
2.321,jon@iwhardwood.com,/Date(1523192152710)/,2.31,3.59,e2050108-32a6-48ad-b95c-4f7191ba0274,False,False,False,True,False,jon@iwhardwood.com,/Date(1563542639366)/,5.0,4.0,False,"{""BoxQuantity"":5, ""Stock"": ""True""}",False,NorBufBuf16Red,16' Red Buffer,"{'GroupName': 'Sandpaper-Buffer', 'Guid': '1e92d484-b700-4a80-b4c2-f7a2e7b0e492', 'LastModifiedOn': '/Date(1536764567833)/'}","{'Name': 'Premium Retailer', 'Value': '3.1900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '3.2900'}","{'Name': 'Premium Contractor', 'Value': '3.3900'}","{'Name': 'Contractor 1', 'Value': '3.5900'}","{'Name': 'Contractor 2', 'Value': '3.6900'}","{'Name': 'Builder', 'Value': '3.6900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261054275', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
7.5377,jon@iwhardwood.com,/Date(1523192152960)/,2.31,3.59,57779db9-e3bd-4ce3-8b87-55cf75638694,False,False,False,True,False,jon@iwhardwood.com,/Date(1563542639400)/,4.0,3.0,False,"{""BoxQuantity"":5, ""Stock"": ""True""}",False,NorBufBuf16Whi,16' White Super Gloss,"{'GroupName': 'Sandpaper-Buffer', 'Guid': '1e92d484-b700-4a80-b4c2-f7a2e7b0e492', 'LastModifiedOn': '/Date(1536764567833)/'}","{'Name': 'Premium Retailer', 'Value': '3.1900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '3.2900'}","{'Name': 'Premium Contractor', 'Value': '3.3900'}","{'Name': 'Contractor 1', 'Value': '3.5900'}","{'Name': 'Contractor 2', 'Value': '3.6900'}","{'Name': 'Builder', 'Value': '3.6900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261054208', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
2.544,jon@iwhardwood.com,/Date(1523192153053)/,2.54,3.89,ac7a86e2-067e-4ee4-b1a9-28e6344fc46b,False,False,False,True,False,jon@iwhardwood.com,/Date(1564835574706)/,4.0,3.0,False,"{""BoxQuantity"":5, ""Stock"": ""True""}",False,NorBufBuf17Red,17' Red Buffer,"{'GroupName': 'Sandpaper-Buffer', 'Guid': '1e92d484-b700-4a80-b4c2-f7a2e7b0e492', 'LastModifiedOn': '/Date(1536764567833)/'}","{'Name': 'Premium Retailer', 'Value': '3.4900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '3.5900'}","{'Name': 'Premium Contractor', 'Value': '3.6900'}","{'Name': 'Contractor 1', 'Value': '3.9900'}","{'Name': 'Contractor 2', 'Value': '4.0900'}","{'Name': 'Builder', 'Value': '4.0900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261054276', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
2.7,jon@iwhardwood.com,/Date(1523192153163)/,2.83,4.39,82b81ad9-7bbb-4015-968a-6d7c6968ccfa,False,False,False,True,False,jon@iwhardwood.com,/Date(1563542639493)/,2.0,1.0,False,"{""BoxQuantity"":5, ""Stock"": ""True""}",False,NorBufBuf18Red,18' Red Buffer,"{'GroupName': 'Sandpaper-Buffer', 'Guid': '1e92d484-b700-4a80-b4c2-f7a2e7b0e492', 'LastModifiedOn': '/Date(1536764567833)/'}","{'Name': 'Premium Retailer', 'Value': '3.8900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '3.9900'}","{'Name': 'Premium Contractor', 'Value': '4.1900'}","{'Name': 'Contractor 1', 'Value': '4.3900'}","{'Name': 'Contractor 2', 'Value': '4.5900'}","{'Name': 'Builder', 'Value': '4.5900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261054277', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
2.9,jon@iwhardwood.com,/Date(1523192153773)/,3.066,4.69,caa4ae34-ed39-49c1-b972-924ff7774116,False,False,False,True,False,jon@iwhardwood.com,/Date(1563542639523)/,2.0,1.0,False,"{""BoxQuantity"":5, ""Stock"": ""True""}",False,NorBufBuf19Red,19' Red Buffer,"{'GroupName': 'Sandpaper-Buffer', 'Guid': '1e92d484-b700-4a80-b4c2-f7a2e7b0e492', 'LastModifiedOn': '/Date(1536764567833)/'}","{'Name': 'Premium Retailer', 'Value': '4.1900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '4.2900'}","{'Name': 'Premium Contractor', 'Value': '4.4900'}","{'Name': 'Contractor 1', 'Value': '4.7900'}","{'Name': 'Contractor 2', 'Value': '4.9900'}","{'Name': 'Builder', 'Value': '4.9900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261054278', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
2.706,jon@iwhardwood.com,/Date(1523192154040)/,2.71,4.19,f5f3c740-4d8d-42cd-8edb-9dd74ef04498,False,False,False,True,False,sue@iwhardwood.com,/Date(1563980346037)/,26.0,19.0,False,"{""BoxQuantity"":10, ""Stock"": ""True""}",False,NorBufCon16Mar,16' Diameter  Maroon Very Fine,"{'GroupName': 'Sandpaper-Buffer', 'Guid': '1e92d484-b700-4a80-b4c2-f7a2e7b0e492', 'LastModifiedOn': '/Date(1536764567833)/'}","{'Name': 'Premium Retailer', 'Value': '3.6900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '3.7900'}","{'Name': 'Premium Contractor', 'Value': '3.9900'}","{'Name': 'Contractor 1', 'Value': '4.2900'}","{'Name': 'Contractor 2', 'Value': '4.3900'}","{'Name': 'Builder', 'Value': '4.3900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261002055', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
3.059,jon@iwhardwood.com,/Date(1523192154273)/,3.062,4.69,d99ef0f2-8059-445e-a362-5eba094f64e0,False,False,False,True,False,sue@iwhardwood.com,/Date(1563980346052)/,17.0,12.0,False,"{""BoxQuantity"":10, ""Stock"": ""True""}",False,NorBufCon18Mar,18' Diameter  Maroon Very Fine,"{'GroupName': 'Sandpaper-Buffer', 'Guid': '1e92d484-b700-4a80-b4c2-f7a2e7b0e492', 'LastModifiedOn': '/Date(1536764567833)/'}","{'Name': 'Premium Retailer', 'Value': '4.1900'}","{'Name': 'Tier 10', 'Value': None}","{'Name': 'Retail 1', 'Value': '4.2900'}","{'Name': 'Premium Contractor', 'Value': '4.4900'}","{'Name': 'Contractor 1', 'Value': '4.7900'}","{'Name': 'Contractor 2', 'Value': '4.9900'}","{'Name': 'Builder', 'Value': '4.9900'}","{'Name': 'Tier 7', 'Value': None}","{'Name': 'Tier 8', 'Value': None}","{'Name': 'Tier 9', 'Value': None}","{'SupplierProductCode': '66261002218', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
5.0333,jon@iwhardwood.com,/Date(1523192154726)/,5.3,8.19,e5df2c38-edea-47b8-b486-d6ff6d705070,False,False,False,True,False,jon@iwhardwood.com,/Date(1563542636600)/,10.0,7.0,False,"{""BoxQuantity"":10, ""Stock"": ""True""}",False,NorBufDis1660,16' Double Sided 60 GRIT,"{'GroupName': 'Sandpaper-Buffer', 'Guid': '1e92d484-b700-4a80-b4c2-f7a2e7b0e492', 'LastModifiedOn': '/Date(1536764567833)/'}","{'Name': 'Premium Retailer', 'Value': '7.2900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '7.4900'}","{'Name': 'Premium Contractor', 'Value': '7.7900'}","{'Name': 'Contractor 1', 'Value': '8.2900'}","{'Name': 'Contractor 2', 'Value': '8.5900'}","{'Name': 'Builder', 'Value': '8.5900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261143131', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
4.55,jon@iwhardwood.com,/Date(1523192154803)/,4.79,7.39,c111b159-8fac-41d4-b3af-629b30309428,False,False,False,True,False,jon@iwhardwood.com,/Date(1563542636630)/,10.0,7.0,False,"{""BoxQuantity"":10, ""Stock"": ""True""}",False,NorBufDis1680,16' Double Sided 80 GRIT,"{'GroupName': 'Sandpaper-Buffer', 'Guid': '1e92d484-b700-4a80-b4c2-f7a2e7b0e492', 'LastModifiedOn': '/Date(1536764567833)/'}","{'Name': 'Premium Retailer', 'Value': '6.5900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '6.7900'}","{'Name': 'Premium Contractor', 'Value': '6.9900'}","{'Name': 'Contractor 1', 'Value': '7.4900'}","{'Name': 'Contractor 2', 'Value': '7.6900'}","{'Name': 'Builder', 'Value': '7.6900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261143130', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
4.86,jon@iwhardwood.com,/Date(1523192178053)/,4.86,7.49,f298ad1b-6976-4b13-ad92-b9b5f7d71c10,False,False,False,True,False,sue@iwhardwood.com,/Date(1563980346209)/,28.0,14.0,False,"{""BoxQuantity"":4, ""Stock"": ""True""}",False,NorBufSan16Blu,16' Diameter  Blue Sanddollar,"{'GroupName': 'Sandpaper-Buffer', 'Guid': '1e92d484-b700-4a80-b4c2-f7a2e7b0e492', 'LastModifiedOn': '/Date(1536764567833)/'}","{'Name': 'Premium Retailer', 'Value': '6.6900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '6.8900'}","{'Name': 'Premium Contractor', 'Value': '7.0900'}","{'Name': 'Contractor 1', 'Value': '7.5900'}","{'Name': 'Contractor 2', 'Value': '7.8900'}","{'Name': 'Builder', 'Value': '7.8900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261194109', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
4.7113,jon@iwhardwood.com,/Date(1523192178133)/,4.86,7.49,2e966e57-bbbb-4ed5-9e03-ef0ac5ed9db9,False,False,False,True,False,sue@iwhardwood.com,/Date(1563980346224)/,12.0,7.0,False,"{""BoxQuantity"":4, ""Stock"": ""True""}",False,NorBufSan16Gre,16' Diameter  Green Sanddollar,"{'GroupName': 'Sandpaper-Buffer', 'Guid': '1e92d484-b700-4a80-b4c2-f7a2e7b0e492', 'LastModifiedOn': '/Date(1536764567833)/'}","{'Name': 'Premium Retailer', 'Value': '6.6900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '6.8900'}","{'Name': 'Premium Contractor', 'Value': '7.0900'}","{'Name': 'Contractor 1', 'Value': '7.5900'}","{'Name': 'Contractor 2', 'Value': '7.8900'}","{'Name': 'Builder', 'Value': '7.8900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261194117', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
4.4061,jon@iwhardwood.com,/Date(1523192178240)/,4.86,7.49,b040a1a3-25dc-4793-88ff-9ecaa926934c,False,False,False,True,False,jon@iwhardwood.com,/Date(1564835572172)/,28.0,14.0,False,"{""BoxQuantity"":4, ""Stock"": ""True""}",False,NorBufSan16Red,16' Diameter  Red Sanddollar,"{'GroupName': 'Sandpaper-Buffer', 'Guid': '1e92d484-b700-4a80-b4c2-f7a2e7b0e492', 'LastModifiedOn': '/Date(1536764567833)/'}","{'Name': 'Premium Retailer', 'Value': '6.6900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '6.8900'}","{'Name': 'Premium Contractor', 'Value': '7.0900'}","{'Name': 'Contractor 1', 'Value': '7.5900'}","{'Name': 'Contractor 2', 'Value': '7.8900'}","{'Name': 'Builder', 'Value': '7.8900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261194114', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
4.8269,jon@iwhardwood.com,/Date(1523192178303)/,4.86,7.49,36cbc46f-4dd5-4116-911a-7829547e6e40,False,False,False,True,False,sue@iwhardwood.com,/Date(1563980346224)/,12.0,7.0,False,"{""BoxQuantity"":4, ""Stock"": ""True""}",False,NorBufSan16Yel,16' Diameter  Yellow Sanddollar,"{'GroupName': 'Sandpaper-Buffer', 'Guid': '1e92d484-b700-4a80-b4c2-f7a2e7b0e492', 'LastModifiedOn': '/Date(1536764567833)/'}","{'Name': 'Premium Retailer', 'Value': '6.6900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '6.8900'}","{'Name': 'Premium Contractor', 'Value': '7.0900'}","{'Name': 'Contractor 1', 'Value': '7.5900'}","{'Name': 'Contractor 2', 'Value': '7.8900'}","{'Name': 'Builder', 'Value': '7.8900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261194115', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
